,carat,cut,color,clarity,depth,table,price,x,y,z
1389,0.23599542906848497,Ideal,G,VVS1,62.16942641958044,56.009520468933005,326.0,4.001583003486427,3.064612911413829,2.478559279048149
50053,0.5481648619506181,Very Good,F,VVS2,59.93781773657986,56.90954833125397,2160.341882729743,5.405201864150972,5.064112414072093,3.4213653296422972
41646,0.42674959081827274,Ideal,E,VVS2,62.54027556956463,55.136725081807825,1362.2692648699208,4.715938702803182,4.667535914573049,3.5393240228332083
42378,0.48060671202111904,Premium,E,VVS2,61.09423541209265,56.66210925238668,1272.2202185348956,4.884048075260944,4.838463407553055,2.3307226649470603
17245,1.494721322783336,Ideal,E,SI2,62.475048060627614,55.86096749329566,6851.0237272053955,7.381293573303314,8.059521949119382,4.715007560347184
1609,1.041747795057449,Fair,E,SI2,55.577839108835306,61.99523119176148,2929.321219167218,6.670089593875087,6.960054260637951,3.099753885920359
46399,0.5087258708365076,Ideal,F,VS1,59.73756445336988,55.20335758630936,1745.0078624627145,5.097671424999594,5.165846801140777,3.0766767615638324
45494,0.5073784520080481,Ideal,D,VS2,62.04596380745306,55.24930628875383,1596.5479411539782,5.290347948434684,5.521016100196695,3.507619971846179
49386,0.6454274403869248,Premium,E,VS2,60.185135803722154,58.92879092319797,2493.072940380216,5.346607895515964,5.156634292428673,3.4513855978285077
10461,1.13301392263939,Ideal,H,SI1,60.14458170164542,56.57841023206032,5015.670722552203,6.833858642428263,6.491958437222237,4.086697444648699
34244,0.4544915786205513,Ideal,D,SI2,62.31947061520077,57.05215960295134,1093.389488674182,4.832014456468004,4.46491198334506,2.4251032556659404
24773,1.8110574096341474,Very Good,E,SI2,62.738870807058326,56.56282279599361,12733.160857284736,7.80974677989402,8.315833595847954,5.056156285266473
42988,0.6641360273023935,Fair,F,SI1,55.47045354082771,62.76126727941385,1444.0420597284415,5.723156333077723,5.631609167587586,2.761263130080177
51712,0.6989810126137057,Very Good,F,SI1,63.60716691433792,56.85936757575824,2016.852871000293,5.567062465407095,5.274792873944321,3.802861934653069
43778,0.41564926897230525,Good,H,IF,61.398079123049364,65.0606188537753,1750.4258707567553,5.033972371309572,5.631927801313755,3.114271893623878
22233,1.5113725865910417,Ideal,I,VS1,61.28419797480555,54.678773962614535,10400.082653762067,7.5576549731754605,8.453320069094962,5.115075465356089
1320,0.9749724412773791,Fair,F,SI2,61.40609896955907,64.89372558650578,3230.2590286685136,6.388767708512209,5.899680595889588,4.295732575521482
43220,0.41777709186177503,Ideal,E,VVS1,61.984377525932985,56.271835136660734,1199.9736301724301,4.728557677315857,4.936531142113629,3.224759384212071
21844,1.49525422391407,Very Good,F,SI1,63.3982430392622,56.6710041044713,10008.009413586231,7.111027195732812,7.094362529659077,4.512392745342783
53627,0.31646451519310803,Very Good,I,VS1,60.38205670147132,61.86538185831792,376.431378280882,4.4928021769050135,4.387677908714028,2.7274553061442592
27498,2.155663369952531,Premium,I,VS2,60.97736754408651,57.57367078973261,18244.63301536715,8.232065726882817,8.833919935948565,5.5194320165427
36555,0.46753918583006915,Premium,E,SI1,61.062146532254104,60.56188672736598,827.7494397731489,4.690575201589998,5.042634493422822,2.7295048489243796
21056,0.25193537258726895,Ideal,F,VS2,62.08636341037464,55.47077678589972,743.1969500035598,4.209628924666484,5.052082342433961,3.223199313368037
23029,0.2594855240189093,Ideal,H,VVS2,62.54891492501581,54.18699891348577,422.7187489005271,4.445006190057227,5.241908223386031,2.5523833742485276
5537,0.925350359111471,Ideal,H,SI2,60.821081382341724,56.33087632810508,3992.9641025773667,6.310667477001814,6.189699789659804,3.927487749428694
43435,0.5226737935581234,Ideal,E,SI1,61.6976442166551,55.41302020778351,1370.1554675107066,5.221776872109107,5.368585195661928,3.419665111507387
38523,0.20835297407700812,Ideal,E,VS1,60.20702392341124,57.1296798181532,976.1840890406638,4.7074698740786936,3.277305556067401,2.6215415459931957
24965,1.9854180193090962,Ideal,F,SI2,62.70002908639032,56.48223566318432,13410.869952087554,8.045412329555639,7.812066633229749,5.245605520128021
